Title,Manufacturer,Author,Qualifier,Year,ModelNo,Rarity,CartType,MachineType,LController,RController,MD5,HelpUri
Donkey Kong,,,,,2451,Common,,A2600PAL,,,0894aa7be77521f9df562be8d9555fe6,http://www.atariage.com/manual_thumbs.html?SoftwareID=989
Donkey Kong,Atari,,,1987,CX7848,Common,,A7800NTSC,,,19f1ee292a23636bd57d408b62de79c7,http://www.atariage.com/manual_thumbs.html?SoftwareID=2127
Donkey Kong,Atari,,,1987,CX7848,Common,,A7800PAL,,,8e96ef14ce9b5d84bcbc996b66d6d4c7,http://www.atariage.com/manual_thumbs.html?SoftwareID=2127
Donkey Kong,CBS Electronics,,,,,Common,,A2600PAL,,,3a526e6a1f9fe918af0f2ce997dfea73,http://www.atariage.com/manual_thumbs.html?SoftwareID=989
Donkey Kong,Coleco,,,,2451,Common,,A2600NTSC,,,36b20c427975760cb9cf4a47e41369e4,http://www.atariage.com/manual_thumbs.html?SoftwareID=989
Donkey Kong Jr.,CCE,,,1983,2653,Rare,,A2600NTSC,,,5a6febb9554483d8c71c86a84a0aa74e,
Donkey Kong Jr.,Coleco,,,1983,2653,Rare,,A2600NTSC,,,c8fa5d69d9e555eb16068ef87b1c9c45,
Donkey Kong Jr.,Coleco,,,1983,2653,Rare,,A2600NTSC,,,7fd52208fb6391bae0cd7e68c27bde6f,
Donkey Kong Jr.,Coleco,,,1983,,,,A2600PAL,,,2091af29b4e7b86914d79d9aaa4cbd20,
Donkey Kong Junior,Atari,,,1988,CX7849,Common,,A7800NTSC,,,5e332fbfc1e0fc74223d2e73271ce650,http://www.atariage.com/manual_thumbs.html?SoftwareID=2128
Donkey Kong Junior,Atari,,,1988,CX7849,Common,,A7800PAL,,,4dc5f88243250461bd61053b13777060,http://www.atariage.com/manual_thumbs.html?SoftwareID=2128
Doomzerk,Eduardo,,Hack,,,,,A2600NTSC,,,200a9d2a7cb4441ce4f002df6aa47e38,
Double Dragon,Activision,Dan Kitchen,,1989,AK-050-04,Rare,A16K,A2600PAL,,,47464694e9cce07fdbfd096605bf39d4,
Double Dragon,Activision,Dan Kitchen,,1989,,,A16K,A2600PAL,,,3624e5568368929fabb55d7f9df1022e,
Double Dragon,Activision,Dan Kitchen,,1989,AM-050,Rare,A78AC,A7800NTSC,,,543484c00ba233736bcaba2da20eeea9,http://www.atariage.com/manual_thumbs.html?SoftwareID=2167
Double Dragon,Activision,,,1989,AM-050,Rare,A78AC,A7800PAL,,,de2ebafcf0e37aaa9d0e9525a7f4dd62,http://www.atariage.com/manual_thumbs.html?SoftwareID=2167
Double Dragon,CCE,Dan Kitchen,,,,,A16K,A2600NTSC,,,4999b45be0ab5a85bac1b7c0e551542b,
Double Dunk,Atari,,,1989,CX26159,Rare,,A2600NTSC,,,368d88a6c071caba60b4f778615aae94,
Double Dunk,Atari,,,1989,CX26159,Rare,,A2600PAL,,,cfc226d04d7490b69e155abd7741e98c,
Dragon Defender,,,,,TP-605,Extremely Rare,,A2600NTSC,,,6a882fb1413912d2ce5cf5fa62cf3875,
Dragon Defender,,Thomas Jentzsch,Hack,,,,,A2600NTSC,,,24d9a55d8f0633e886a1b33ee1e0e797,
Dragonfire,Imagic,Bob Smith,,1982,IA3611,Common,,A2600NTSC,,,41810dd94bd0de1110bedc5092bef5b0,http://www.atariage.com/manual_html_page.html?SoftwareID=995
Dragonfire,Imagic,Bob Smith,,1982,IA3611,Common,,A2600PAL,,,6fc394dbf21cf541a60e3b3631b817f1,http://www.atariage.com/manual_html_page.html?SoftwareID=995
Dragonfire,Imagic,Bob Smith,,1982,IA3611,Common,,A2600PAL,,,1267e3c6ca951ff1df6f222c8f813d97,http://www.atariage.com/manual_html_page.html?SoftwareID=995
Dragster,Activision,David Crane,,1980,AG-001,Uncommon,,A2600NTSC,,,77057d9d14b99e465ea9e29783af0ae3,http://www.atariage.com/manual_thumbs.html?SoftwareID=997
Dragster,Activision,David Crane,,1980,AG-001,Uncommon,,A2600NTSC,,,63a6eda1da30446569ac76211d0f861c,http://www.atariage.com/manual_thumbs.html?SoftwareID=997
Dragster,Activision,David Crane,,1980,AG-001,Uncommon,,A2600NTSC,,,d763e3a9cdcdd56c715ec826106fab6a,http://www.atariage.com/manual_thumbs.html?SoftwareID=997
Dragster,Activision,David Crane,,1980,AG-001,Uncommon,,A2600PAL,,,0c54811cf3b1f1573c9164d5f19eca65,http://www.atariage.com/manual_thumbs.html?SoftwareID=997
Droid Demo 2,,,,,,,,A2600NTSC,,,2bc6c53b19e0097a242f22375a6a60ff,
Droid Demo 22,,,,,,,,A2600NTSC,,,bff8f8f53a8aeb1ee804004ccbb08313,
Droid Demo 2-M,,,,,,,,A2600NTSC,,,37f42ab50018497114f6b0f4f01aa9a1,
Dschungle Boy (a.k.a. Tom Boy),Starsoft,,,,,Extremely Rare,,A2600PAL,,,de61a0b171e909a5a4cfcf81d146dbcb,
Duck Shoot (Kampf um die Schatzinsel),Starsoft,,,,,,,A2600PAL,,,1bb91bae919ddbd655fa25c54ea6f532,
Dukes of Hazzard,Atari,,Prototype,,CX2678,,,A2600NTSC,,,51de328e79d919d7234cf19c1cd77fbc,
Dukes of Hazzard V2,Atari,,Prototype,,,,,A2600NTSC,Paddles,Paddles,34ca2fcbc8ba4a0b544acd94991cfb50,
Dumbo's Flying Circus,Atari,,Prototype,,CX2678,,,A2600PAL,,,1f773a94d919b2a3c647172bbb97f6b4,
DUP Space Invaders,,Ron Corcoran,Hack,,,,,A2600NTSC,,,b719ada17771a8d206c7976553825139,
E.T. The Extra-Terrestrial,Atari,Howard Scott Warshaw,,1982,CX2674,Common,A8K,A2600NTSC,,,615a3bf251a38eb6638cdc7ffbde5480,http://www.atariage.com/manual_html_page.html?SoftwareID=998
E.T. The Extra-Terrestrial,Atari,Howard Scott Warshaw,,1982,CX2674,Common,A8K,A2600PAL,,,8febdd9142960d084ab6eeb1d3e88969,http://www.atariage.com/manual_html_page.html?SoftwareID=998
E.T. The Extra-Terrestrial,CCE, ,,,,,A8K,A2600NTSC,,,c82ec00335cbb4b74494aecf31608fa1,http://www.atariage.com/manual_html_page.html?SoftwareID=998
E.T. The Extra-Terrestrial (Pits Hack),,Scott Stilphen,Hack,,,,A8K,A2600NTSC,,,efa1098c7d091b940c2543abe372f036,http://www.atariage.com/manual_html_page.html?SoftwareID=998
E.T. The Extra-Testical,,Christian Samuel,Hack,,,,A8K,A2600NTSC,,,13abc32f803165c458bb086fa57195fb,http://www.atariage.com/manual_html_page.html?SoftwareID=998
Earth Attack,Zellers,,,,,,,A2600NTSC,,,6982854657a2cc87d712f718e402bf85,
Earth Dies Screaming,20th Century Fox,,,1983,11020,Rare,,A2600NTSC,,,033e21521e0bf4e54e8816873943406d,
Earth Dies Screaming,20th Century Fox,,,1983,11020,Rare,,A2600PAL,,,2c0dc885d5ede94aa664bf3081add34e,
Eckhard Stolberg's Scrolling Text Demo,,Eckhard Stolberg,Homebrew,,,,,A2600NTSC,,,9cbb07f1993a027bc2f87d5205457ec9,
Eckhard Stolberg's Scrolling Text Demo 2,,Eckhard Stolberg,Homebrew,,,,,A2600NTSC,,,f8bfd99163d2c4ec688357786e6fba28,
Eckhard Stolberg's Scrolling Text Demo 3,,Eckhard Stolberg,Homebrew,,,,,A2600NTSC,,,32e65d1e4dfcbcd9b57fee72cafe074c,
Eckhard Stolberg's Scrolling Text Demo 4,,Eckhard Stolberg,Homebrew,,,,,A2600NTSC,,,3b5751a8d20f7de41eb069f76fecd5d7,
Ed Invaders,,,Hack,,,,,A2600NTSC,,,3e6dab92009d6034618cb6b7844c5216,
Eddy Langfinger - der Museumsdieb,Starsoft,,,,,,,A2600PAL,,,07973be3ecfd55235bf59aa56bdef28c,
Edtris,Ed Federmeyer,,,1994,,Extremely Rare,,A2600NTSC,,,c6d48c6ae6461e0e82753540a985ac9e,
Edtris,Ed Federmeyer,,,1995,,Extremely Rare,,A2600NTSC,,,683dc64ef7316c13ba04ee4398e2b93a,
Egghead,Barry Laws Jr.,,Hack,,,,,A2600NTSC,,,a00ee0aed5c8979add4c170f5322c706,
Eggomania,US Games,,,1982,VC 2003,Rare,,A2600NTSC,Paddles,Paddles,42b2c3b4545f1499a083cfbc4a3b7640,
Eishockey-Fieber,Starsoft,,,,,,,A2600PAL,,,a3f2a0fcf74bbc5fa763b0ee979b05b1,
Elevator Action,Atari,,Prototype,,,,A8KR,A2600NTSC,,,71f8bacfbdca019113f3f0801849057e,
Eli's Ladder,Simage,,,,,Unbelievably Rare,,A2600NTSC,,,b6812eaf87127f043e78f91f2028f9f4,
Elk Attack,,,Homebrew,,,,A8K,A2600NTSC,,,7eafc9827e8d5b1336905939e097aae7,
Encounter at L5,Data Age,,,1982,DA 1001,Uncommon,,A2600NTSC,Paddles,Paddles,dbc8829ef6f12db8f463e30f60af209f,
Enduro,Activision,Larry Miller,,1983,AX-026,Uncommon,,A2600NTSC,,,94b92a882f6dbaa6993a46e2dcc58402,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,Activision,Larry Miller,,1983,AX-026,Uncommon,,A2600NTSC,,,cfe62ed7125ff9fae99b4c8a367c0399,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,Activision,Larry Miller,,1983,AX-026,Uncommon,,A2600NTSC,,,4279485e922b34f127a88904b31ce9fa,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,Activision,Larry Miller,,1983,AX-026,Uncommon,,A2600PAL,,,6a82b8ecc663f371b19076d99f46c598,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,Activision,Larry Miller,,1983,AX-026,Uncommon,,A2600PAL,,,61719a8bdafbd8dab3ca9ce7b171b9e2,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,CCE,Larry Miller,,,,,,A2600NTSC,,,de62f8a30298e2325249fe112ecb5c10,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro,Digivision,Larry Miller,,,,,,A2600PAL,,,d2f713c78a9ebba9da6d10aeefc6f20f,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Enduro (Brazil),Digivision,Larry Miller,,,,,,A2600PAL,,,5df559a36347d8572f9a6e8075a31322,http://www.atariage.com/manual_thumbs.html?SoftwareID=1004
Entombed,US Games,,,1982,VC 2007/VC 1007,Rare,,A2600NTSC,,,6b683be69f92958abe0e2a9945157ad5,
Escape Demo,,,,,,,,A2600NTSC,,,8538c5e3ee83267774480649f83fa8d6,
Espial,,,,1983,,,,A2600NTSC,,,f344ac1279152157d63e64aa39479599,
Espial,Tigervision,,,1983,7-012,Extremely Rare,TV8K,A2600NTSC,,,7e0dc330a32398f980637f9ded8f3ac4,
Espial,Tigervision,,,1983,7-012,Extremely Rare,TV8K,A2600PAL,,,f7a138eed69665b5cd1bfa796a550b01,
Euchre,,Erik Eid,Homebrew,,,,,A2600NTSC,,,6205855cc848d1f6c4551391b9bfa279,
Euchre,,Erik Eid,Homebrew,,,,,A2600PAL,,,199985cae1c0123ab1aef921daace8be,
Euchre (Aug 31 2002 alpha),,Erik Eid,Homebrew,,,,,A2600NTSC,,,29949f893ef6cb9e8ecb368b9e99eee4,
Euchre (Aug 31 2002 alpha),,Erik Eid,Homebrew,,,,,A2600PAL,,,407a0c6cc0ff777f67b669440d68a242,
Euchre (July 15 2002 pre-release),,Erik Eid,Homebrew,,,,,A2600NTSC,,,15bf2ef7583bfcbbba630847a1dc5539,
Euchre (Sep 28 2002 release candidate),,Erik Eid,Homebrew,,,,,A2600NTSC,,,4690fdb70c86604bb35da26696818667,
Euchre (Sep 28 2002 release candidate),,Erik Eid,Homebrew,,,,,A2600PAL,,,bffe34516aaa3cbf5d307eab382a7e95,
Euchre (Sep 8 2002 beta),,Erik Eid,Homebrew,,,,,A2600NTSC,,,ffb1cd548563158ce33f9d10268187e7,
Euchre (Sep 8 2002 beta),,Erik Eid,Homebrew,,,,,A2600PAL,,,877a5397f3f205bf6750398c98f33de1,
Excalibur 39,,,,,,,,A2600NTSC,,,34303a7d4c9ad4500ca7f2ede9709595,
Excalibur Demo,,,,,,,,A2600NTSC,,,bfb7850e3ca39f417f8e4bd5ae39f24b,
Exocet (a.k.a. Space Eagle),Panda,,,,109,Rare,,A2600NTSC,,,6362396c8344eec3e86731a700b13abf,
Exocet (a.k.a. Space Eagle),Sancho-Goliath,,,,,,,A2600PAL,,,7ac4f4fb425db38288fa07fb8ff4b21d,
Exorcise,,,Hack,,,,,A2600NTSC,,,295f3679bdf91ca5e37da3f787b29997,
F-18 Hornet,Absolute,John Van Ryzin,,1988,AP-044,Scarce,A78AB,A7800NTSC,,,2251a6a0f3aec84cc0aff66fc9fa91e8,http://www.atariage.com/manual_thumbs.html?SoftwareID=2129
F-18 Hornet,Absolute,John Van Ryzin,,1988,AP-044,Scarce,A78AB,A7800PAL,,,e7709da8e49d3767301947a0a0b9d2e6,http://www.atariage.com/manual_thumbs.html?SoftwareID=2129
Face Invaders 2,,Barry Laws Jr.,Hack,,,,,A2600NTSC,,,7926083ad423ed685de3b3a04a914315,
Face Invaders Deluxe,,Barry Laws Jr.,Hack,,,,,A2600NTSC,,,0af51ceb4aecc7a8fc89781ac44a1973,
FailSafe,,Bob DeCrescenzo,Homebrew,2009,,,A7848,A7800NTSC,,,6287727ab36391a62f728bbdee88675c,
Fantastic Voyage,20th Century Fox,,,1982,11008,Rare,,A2600NTSC,,,b80d50ecee73919a507498d0a4d922ae,
Farmyard Fun,,,,,TP-617,Extremely Rare,,A2600NTSC,,,f7e07080ed8396b68f2e5788a5c245e2,
Fast Eddie,,,,,,,,A2600PAL,,,67631ea5cfe44066a1e76ddcb6bcb512,
Fast Eddie,20th Century Fox,,,1982,11003,Uncommon,,A2600NTSC,,,9de0d45731f90a0a922ab09228510393,
Fast Eddie,20th Century Fox,,,1983,,,,A2600NTSC,,,cb8bf5a0df683cbf6ce50d614b12dd20,
Fast Eddie,CCE,,,,,,,A2600NTSC,,,a97733b0852ee3096300102cb0689175,
Fast Food,Telesys,,,1982,1003,Rare,,A2600NTSC,,,665b8f8ead0eef220ed53886fbd61ec9,
Fast Food (Brazil),Zirok,,,,,,,A2600NTSC,,,6b7e1c11448c4d3f28160d2de884ebc8,
Fat Albert,,David Marli,Hack,,,,,A2600NTSC,,,63e783994df824caf289b69a084cbf3e,
Fatal Run,Atari,Thomas Jentzsch,Hack,,,,A32KR,A2600NTSC,,,ef263d40a23483ab339cac44d9515a56,
Fatal Run,Atari,,,1990,CX26162,Unbelievably Rare,A32KR,A2600PAL,,,074ec425ec20579e64a7ded592155d48,
Fatal Run,Atari,,,1989,CX7854,Rare,A78SG,A7800NTSC,,,d25d5d19188e9f149977c49eb0367cd1,http://www.atariage.com/manual_thumbs.html?SoftwareID=2168
Fatal Run,Atari,,,1989,CX7854,Rare,A78SG,A7800PAL,,,23505651ac2e47f3637152066c3aa62f,http://www.atariage.com/manual_thumbs.html?SoftwareID=2168
Fathom,Imagic,Rob Fulop,,1983,O3205,Rare,,A2600NTSC,,,0b55399cf640a2a00ba72dd155a0c140,
Fathom,Imagic,Rob Fulop,,1983,O3205,Rare,,A2600NTSC,,,b442887aec0b4a725996d53f34787b14,
Fathom,Imagic,Rob Fulop,,1983,O3205,Rare,,A2600PAL,,,47cd61f83457a0890de381e478f5cf5f,
Felix Return,Goliath,,,,,,,A2600PAL,,,ce243747bf34a2de366f846b3f4ca772,
Festival,,,,,,,,A2600PAL,,,540075f657d4b244a1f74da1b9e4bf92,
Feuerwehr im Einsatz,Starsoft,,,,,,,A2600PAL,,,8e737a88a566cc94bd50174c2d019593,
Fight Night,Atari,,,1988,CX7851,Scarce,A78SG,A7800NTSC,,,07dbbfe612a0a28e283c01545e59f25e,http://www.atariage.com/manual_thumbs.html?SoftwareID=2130
Fight Night,Atari,,,1987,CX7851,Scarce,A78SG,A7800PAL,,,e80f24e953563e6b61556737d67d3836,http://www.atariage.com/manual_thumbs.html?SoftwareID=2130
Final Approach,Apollo,,,1982,AP 2009,Rare,,A2600NTSC,,,211fbbdbbca1102dc5b43dc8157c09b3,
Fire Bird,Video Game Program,,,,,,,A2600PAL,,,51e390424f20e468d2b480030ce95d7b,
Fire Birds (a.k.a. Scorpion),ITT Family Games,,,,554-33383,Extremely Rare,,A2600PAL,,,01e60a109a6a67c70d3c0528381d0187,
Fire Fighter,Imagic,Brad Stewart,,1982,IA3400,Rare,,A2600NTSC,,,d09f1830fb316515b90694c45728d702,
Fire Fighter,Imagic,Brad Stewart,,1982,IA3400,Rare,,A2600PAL,,,90d77e966793754ab4312c47b42900b1,
Fire Fly,Mythicon,,,1983,MA-1002,Uncommon,,A2600NTSC,,,20dca534b997bf607d658e77fbb3c0ee,
Fire Spinner,,,,,,,,A2600NTSC,,,d3171407c3a8bb401a3a62eb578f48fb,
Fire Spinner,,,,,,,,A2600PAL,,,98555b95cb38e0e0b22b482b2b60a5b6,
Fisher Price,CCE,,,,,,,A2600PAL,,,3fe43915e5655cf69485364e9f464097,
Fishing Derby,Activision,David Crane,,1980,AG-004,Uncommon,,A2600NTSC,,,b8865f05676e64f3bec72b9defdacfa7,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,,1980,AG-004,Uncommon,,A2600NTSC,,,3c82e808fe0e6a006dc0c4e714d36209,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,,1980,AG-004,Uncommon,,A2600NTSC,,,85227160f37aaa29f5e3a6c7a3219f54,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,,1980,AG-004,Uncommon,,A2600PAL,,,571c6d9bc71cb97617422851f787f8fe,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,Hack,1980,,,,A2600PAL,,,2517827950fee41a3b9de60275c8aa6a,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,,1980,,,,A2600PAL,,,458883f1d952cd772cf0057abca57497,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,Activision,David Crane,,1980,,,,A2600PAL,,,1d2a28eb8c95da0d6d6b18294211839f,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby,CCE,David Crane,,,,,,A2600NTSC,,,dea0ade296f7093e71185e802b500db8,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Fishing Derby (32-in-1),Atari,David Crane,,,,,,A2600PAL,,,7628d3cadeee0fd2e41e68b3b8fbe229,http://www.atariage.com/manual_thumbs.html?SoftwareID=1021
Flag Capture,Atari,Jim Huether,,1978,CX2644,Uncommon,,A2600NTSC,,,30512e0e83903fc05541d2f6a6a62654,http://www.atariage.com/manual_thumbs.html?SoftwareID=1022
Flag Capture,Atari,Jim Huether,,1978,CX2644,Uncommon,,A2600NTSC,,,4b143d7dcf6c96796c37090cba045f4f,http://www.atariage.com/manual_thumbs.html?SoftwareID=1022
Flag Capture (32-in-1),Atari,Jim Huether,,,,,,A2600PAL,,,f5445b52999e229e3789c39e7ee99947,http://www.atariage.com/manual_thumbs.html?SoftwareID=1022
Flash Gordon,20th Century Fox,,,1983,11015,Rare,,A2600PAL,,,4ae8c76cd6f24a2e181ae874d4d2aa3d,
Flash Gordon/Space Adventure,20th Century Fox/Zellers,,,1983,11015,Rare,,A2600NTSC,,,8786c1e56ef221d946c64f6b65b697e9,
Flippern,Starsoft,,,,,,,A2600PAL,,,5a2f2dcd775207536d9299e768bcd2df,
Food Fight,Atari,,,1987,CX7804,Common,,A7800NTSC,,,cf76b00244105b8e03cdc37677ec1073,http://www.atariage.com/manual_thumbs.html?SoftwareID=2131
Food Fight,Atari,,,1987,CX7804,Common,,A7800PAL,,,de0d4f5a9bf1c1bddee3ed2f7ec51209,http://www.atariage.com/manual_thumbs.html?SoftwareID=2131
Football,Atari,Bob Whitehead,,1978,CX2625,Common,,A2600NTSC,,,e549f1178e038fa88dc6d657dc441146,http://www.atariage.com/manual_thumbs.html?SoftwareID=1024
Football,Atari,Bob Whitehead,,1978,CX2625,Common,,A2600NTSC,,,d86deb100c6abed1588aa84b2f7b3a98,http://www.atariage.com/manual_thumbs.html?SoftwareID=1024
Football (32-in-1),Atari,Bob Whitehead,,,,,,A2600PAL,,,7608abdfd9b26f4a0ecec18b232bea54,http://www.atariage.com/manual_thumbs.html?SoftwareID=1024
Football (a.k.a. Fussball),Ariola,,,,MT5687,Uncommon,,A2600PAL,,,cd568d6acb2f14477ebf7e59fb382292,http://www.atariage.com/manual_thumbs.html?SoftwareID=1024
Forest,Sancho,,,,,Extremely Rare,,A2600PAL,,,213e5e82ecb42af237cfed8612c128ac,
Fox & Goat,Starsoft,,,,,,,A2600PAL,,,76ee917d817ef9a654bc4783e0273ac4,
Fox & Goat,Starsoft,,,,,,,A2600PAL,,,9ed0f2aa226c34d4f55f661442e8f22a,
Frame Timed Sound Effects,,Eckhard Stolberg,,,,New Release,,A2600NTSC,,,8290daea8391f96d7c8e1482e184d19c,
Frame Timed Sound Effects-EM,,Eckhard Stolberg,,,,New Release,,A2600NTSC,,,442b7863683e5f084716fda050474feb,
Frankenstein's Monster,Data Age,,,1982,112-008,Rare,,A2600NTSC,,,15dd21c2608e0d7d9f54c0d3f08cca1f,
Freeway,Activision,David Crane,,1981,AG-009,Uncommon,,A2600NTSC,,,8e0ab801b1705a740b476b7f588c6d16,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway,Activision,David Crane,,1981,AG-009,Uncommon,,A2600NTSC,,,851cc1f3c64eaedd10361ea26345acea,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway,Activision,David Crane,,1981,AG-009,Uncommon,,A2600NTSC,,,69974dd5d6420b90898cde50aec5ef39,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway,Activision,David Crane,,1981,AG-009,Uncommon,,A2600PAL,,,2ec6b045cfd7bc52d9cdfd1b1447d1e5,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway,CCE,David Crane,,,AG-009,Uncommon,,A2600NTSC,,,eddef10fdc0029301064115ae0cd41d4,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway,Dactar,David Crane,,,,,,A2600PAL,,,7d5c3b7b908752b98e30690e2a3322c2,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway (32-in-1),Atari,David Crane,,,,,,A2600PAL,,,914a8feaf6d0a1bbed9eb61d33817679,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Freeway (a.k.a. Rabbits),,,,,,,,A2600PAL,,,481d20ec22e7a63e818d5ef9679d548b,http://www.atariage.com/manual_thumbs.html?SoftwareID=1031
Frog Pond,Atari,,Prototype,,CX2665,,,A2600NTSC,,,5f73e7175474c1c22fb8030c3158e9b3,
Frogger,Parker Bros,,,1983,PB5300,Common,,A2600NTSC,,,081e2c114c9c20b61acf25fc95c71bf4,http://www.atariage.com/manual_html_page.html?SoftwareID=1033
Frogger,Parker Bros,,,1983,PB5300,Common,,A2600PAL,,,02ced7ea2b7cb509748db6bfa227ebec,http://www.atariage.com/manual_html_page.html?SoftwareID=1033
Frogger Demo,,Matthias Luedtke & Manuel Polik,Homebrew Hack,2005,,,,A7800NTSC,,,45136d1d9eddf0bebad32995647b3298,
Frogger II - Threedeep!,Parker Bros,,,1983,PB5590,Extremely Rare,PB8K,A2600NTSC,,,27c6a2ca16ad7d814626ceea62fa8fb4,
Frogs and Flies,Mattel,,,1982,MT5664,Uncommon,,A2600NTSC,,,dcc2956c7a39fdbf1e861fc5c595da0d,
Frogs and Flies,Mattel,,,1982,MT5664,Uncommon,,A2600PAL,,,1b8c3c0bfb815b2a1010bba95998b66e,
Frontline,Coleco,,,,2665,Rare,,A2600NTSC,,,e556e07cc06c803f2955986f53ef63ed,
Frostbite,,,,,AX-031,Rare,,A2600PAL,,,70ce036e59be92821c4c7fd735ec6f68,
Frostbite,Activision,Steve Miller,,1983,AX-031,Rare,,A2600NTSC,,,4ca73eb959299471788f0b685c3ba0b5,
Frostbite,Activision,Steve Miller,,1983,AX-031,Rare,,A2600PAL,,,5a93265095146458df2baf2162014889,
Frostbite,Activision,Steve Miller,,,AX-031,Rare,,A2600PAL,,,6a9b30ca46b0dba9e719f4cbd340e01c,
Frostbite,Activision,Steve Miller,,,AX-031,Rare,,A2600PAL,,,6b71f20c857574b732e7a8e840bd3cb2,
Frostbite,CCE,Steve Miller,,,,,,A2600NTSC,,,c6ae21caceaad734987cb24243793bd5,
Frostbite,Digivision,,,,,,,A2600PAL,,,adb79f9ac1a633cdd44954e2eac14774,
Frostbite (Brazil),Digitel,,,,,,,A2600PAL,,,f4469178cd8998cb437fa110a228eaca,
Fuchs & Schweinchen Schlau,Starsoft,,,,,,,A2600PAL,,,0de53160a8b54c3aa5aed8d68c970b62,
Fun with Numbers,Atari,,,,CX2661,Uncommon,,A2600PAL,,,5f46d1ff6d7cdeb4b09c39d04dfd50a1,
Fun With Numbers,Atari,,,,CX2661,Uncommon,,A2600NTSC,,,819aeeb9a2e11deb54e6de334f843894,
Fun with Numbers (32-in-1),Atari,,,,,,,A2600PAL,,,d816fea559b47f9a672604df06f9d2e3,
G.I. Joe - Cobra Strike,Parker Bros,,,1983,PB5920,Uncommon,,A2600NTSC,Paddles,Paddles,c1fdd44efda916414be3527a47752c75,
Galactic (G),Funvision,,,,,,,A2600PAL,,,13a991bc9c2ff03753aeb322d3e3e2e5,
Galactic (G),Funvision,,,,,,,A2600PAL,,,b49331b237c8f11d5f36fe2054a7b92b,
Galaga,Atari,,,1987,CX7805,Common,,A7800NTSC,,,fb8d803b328b2e442548f7799cfa9a4a,http://www.atariage.com/manual_thumbs.html?SoftwareID=2132
Galaga,Atari,,,1987,CX7805,Common,,A7800PAL,,,f5dc7dc8e38072d3d65bd90a660148ce,http://www.atariage.com/manual_thumbs.html?SoftwareID=2132
Galaga (River Raid clone),,,,,,,,A2600PAL,,,01b09872dcd9556427761f0ed64aa42a,
Galaxian,Atari,,,,CX2684,Uncommon,A8K,A2600NTSC,,,211774f4c5739042618be8ff67351177,
Galaxian,Atari,,,,CX2684,Uncommon,A8K,A2600PAL,,,13a37cf8170a3a34ce311b89bde82032,
Galaxian,CCE,,,,,,A8K,A2600NTSC,,,d65028524761ef52fbbdebab46f79d0f,
Galaxian (Enhanced Graphics),,Jess Ragan,Hack,,,,A8K,A2600NTSC,,,579baa6a4aa44f035d245908ea7a044d,
Game of Concentration,,,,,CX2642,Uncommon,,A2600NTSC,Keypad,Keypad,102672bbd7e25cd79f4384dd7214c32b,
Game of Concentration,,,,,CX2642,Uncommon,,A2600NTSC,Keypad,Keypad,31f4692ee2ca07a7ce1f7a6a1dab4ac9,
Gangster,Ariola,,,,,,,A2600PAL,,,a7523db9a33e9417637be0e71fa4377c,
Gangster Alley,Spectravideo,,,1983,SA-201,Rare,,A2600PAL,,,bae66907c3200bc63592efe5a9a69dbb,
Gangster Alley,Spectravideo,,,1983,SA-201,Rare,,A2600PAL,,,47aad247cce2534fd70c412cb483c7e0,
Gangster Alley,Spectravision,,,1982,SA-201,Rare,,A2600NTSC,,,20edcc3aa6c189259fa7e2f044a99c49,
Garfield,,,Prototype,,CX26132,,A16K,A2600NTSC,,,dc13df8420ec69841a7c51e41b9fbba5,
Gas Hog,Spectravideo,,,1983,SA-217,Extremely Rare,,A2600NTSC,,,728152f5ae6fdd0d3a9b88709bee6c7a,
Gas Hog (a.k.a. Marspatrouille),Spectravideo,,,1983,SA-217,Extremely Rare,,A2600PAL,,,b1486e12de717013376447ac6f7f3a80,
Gato,Atari,,Prototype,,,,,A7800NTSC,,,06204dadc975be5e5e37e7cc66f984cf,
